id	muOM	rOM_ClxHorse	Fm	kapX	K	pAm	v	kap	kapA	pM	Eg	dv	wE	kJ	Ehb	Ehp	E_coc	kapR	TAH	TH	TA	Tref
1	12844.8343756283	0.00866160292271627	0.00231868468612507	0.281324728034902	0.0185722117607826	158.858780822828	0.193894467143947	0.883631820694157	0.554867332530208	116.468773882063	3926.76118152947	3.83363108277787	1.44243856974272e-09	0.00285168118810966	0.526098589622416	89.3213416019264	28.2045136267878	0.443566142555792	31114.2313568853	264.051200066805	8057.75274465904	278.87339019035
2	12174.1774388077	0.00864019825404072	0.00268463739886768	0.275873946156073	0.0157642117812261	179.989435134493	0.213457343528988	0.944210761116226	0.461570445610047	121.943817982371	4585.27325019441	3.86253393016756	1.42930931263519e-09	0.00286311004515071	0.469645923445933	94.6782113826959	28.1317599717602	0.504675198412733	28560.5037339265	289.412692057416	7588.43449788988	265.504701906471
3	12736.8806147156	0.0073180853315779	0.00246040502406955	0.246349981902167	0.0177132312393654	155.540930022383	0.192028058306556	0.886370622115117	0.543590128768166	132.155900065382	4118.16197861135	3.84301087128697	1.36849094619798e-09	0.00259099869428524	0.469893971341662	90.0265224595047	29.7490160825215	0.501750221870607	27316.8457666179	285.300661474913	7217.80273503326	319.821927489131
4	11978.0923359515	0.00717809714333816	0.0024935085427111	0.272183201766573	0.0187149087580601	151.584165786933	0.2083623470663	0.955662293316205	0.540302400580118	127.554455889529	4083.03945719288	3.70802724023815	1.46511726566907e-09	0.00303606451794351	0.546052166656591	89.4138798235333	32.8910972452834	0.440539890619693	28275.4131171387	291.132665423229	8456.63322543316	293.095154322928
5	12182.5708152121	0.00717109499477567	0.00243452290292084	0.250988562844042	0.0172991121833324	176.662809075238	0.209442478232253	1.00688276028535	0.500760263572214	137.258228008901	4409.92574934401	3.86764069312252	1.34581384993531e-09	0.00291482501656786	0.471254152012989	86.7156760262884	32.4248662000149	0.463031859609764	29821.9221205218	285.990393970292	8387.19791377857	301.350177369546
6	11036.7983528646	0.00834594412341882	0.00248728322004769	0.234832028912846	0.019140746682141	151.034578451356	0.190634521837756	0.919516282004686	0.557285802060715	134.979626190076	4028.8152508446	3.80413625031244	1.22782722762637e-09	0.00255004914026898	0.467036605696194	90.89185113983	28.0358352765832	0.476683724252507	30331.8686104612	264.307884906791	8255.24475356564	298.722096861768
7	11700.9356077714	0.00826836455665017	0.0026540662427457	0.246538420698233	0.0161085970809851	168.309929767214	0.191333990545524	0.980550789372353	0.476848487496306	114.046489003231	4542.269417594	4.11305387739558	1.33306533271903e-09	0.0028157025118405	0.497403020900674	91.1186574254725	28.8247960155308	0.474687549920054	26417.9408757482	316.04142506849	8715.38121512122	265.695746752208
8	11187.4552678317	0.00846742554536322	0.00273330614227168	0.249352170852944	0.0189418395263879	174.715534498077	0.189149634272102	0.839705085382	0.471306298666261	129.923547570929	3829.86347197993	3.97024420009926	1.24686443728544e-09	0.00289838524695751	0.476742679392919	99.8507798892623	28.3965842708033	0.475211558316369	26610.3313738131	302.508267807551	7293.58603501841	297.14770006329
9	11511.7792410124	0.00749681434709206	0.00270279741351493	0.267233800950274	0.0180284885737505	162.559794674767	0.192118481908171	0.932900493696732	0.514340923631401	131.173237372208	4473.50979634537	4.07406603816664	1.24997152933441e-09	0.00274362865604474	0.454613820207305	93.495044545263	29.9866389687005	0.429223275895929	28434.031036275	297.202348481007	7803.72917091995	277.530603503652
10	11123.0564361764	0.00739802450515218	0.00240435788993835	0.251054327634908	0.0183700282637263	170.99328872472	0.194604829116361	1.00306114628132	0.493407786547323	124.006463742284	4326.4252551368	3.64620734040625	1.34200498359166e-09	0.00260970381666007	0.544771737023257	104.006196851405	27.4115973633435	0.436249690953409	30928.0488403747	278.984690698981	8275.7676038973	277.973417724539
11	11156.6394925537	0.00762221869980628	0.00267465582290255	0.263600053045247	0.0182938374559656	158.77001838401	0.201235989599805	0.92305428751131	0.470100872735446	130.082478552139	3910.29249280179	4.30450567098567	1.46906955356654e-09	0.00265386919319518	0.517542446102016	92.9291447135764	28.8685947834756	0.449225613018498	30588.5791920009	310.490058322959	7303.54915774129	282.194663189559
12	11356.4590377454	0.00860866285303328	0.0026224428481074	0.24127030667318	0.0163635383791868	155.727219696399	0.221264161470849	0.980496353605036	0.518760317961615	115.497437509485	4566.90314374003	3.62338869096013	1.45513439310743e-09	0.00306675565990666	0.528886454552412	95.6432980411602	30.4480931613073	0.458756334425416	28844.1820181324	297.040497571863	8290.81022230797	302.126996698647
13	11906.0979072517	0.00777579052377362	0.00243134866020195	0.259460022568982	0.0162748420062941	164.237485296205	0.185463489313275	0.90186656336687	0.524589359032852	136.781514706118	4283.37980297646	4.04223388139624	1.30450139542846e-09	0.00257587464123443	0.543092239554972	89.8501004632898	29.2426525107939	0.44920904672821	29189.8452963796	316.885960778799	8683.44012631625	319.871067270266
14	12304.1705630114	0.007491686061663	0.00240812973344065	0.264741565226857	0.0181899468843061	148.769921806986	0.192623091197554	0.87039197396066	0.5009197582989	122.076316343886	3873.37843776415	4.34432295987848	1.4221547327023e-09	0.00292524034296186	0.49218448670581	90.2097334658573	31.9316239454411	0.47347682290012	26336.6151750088	286.538205020856	7635.52255240753	311.040521290908
15	11382.1534293238	0.00851096988003915	0.00240386027794499	0.24492555664815	0.0164997587135285	157.921135681197	0.203279147192826	0.983871348580001	0.469514081690949	135.626278728805	4576.79485372775	3.59524298147298	1.43415201003337e-09	0.00272930151315434	0.450144530273974	96.7130670659584	30.8256748785935	0.46410145050264	27652.5359667721	306.693723397013	7187.33954807073	281.028219194231
16	11635.5880184798	0.00865190061692186	0.00243256989404354	0.267082040037867	0.0173863228481049	151.28923444923	0.204293588655395	0.862862258836082	0.525707926203916	134.343748433017	3893.09043220291	3.65721841776278	1.44906187060829e-09	0.00296313589788456	0.465365732158534	89.4163107429217	32.9520369361658	0.436663018751424	29004.9597889301	280.716436267551	8631.54931514822	272.961270047342
17	11231.0851386795	0.00761408751559546	0.00245598388518654	0.250203698653914	0.0190999255750766	158.471477867775	0.203663827963686	0.895087892548819	0.500457865079166	131.37846182385	3836.40121884816	3.86402870468795	1.34940529187601e-09	0.00297441572776465	0.53764167050831	94.9088299674704	30.1492596343458	0.427810382337775	28532.4360311497	311.569188969266	7410.60046988651	295.248627345869
18	12721.0785855353	0.00850759887471506	0.00258533614905737	0.25150567836212	0.0159472836395307	152.789821135346	0.217005665823668	0.863889611610328	0.490836733549996	137.316984540462	3788.61160745835	3.7545801849803	1.39188396482384e-09	0.0027772692958368	0.491125082899816	104.099682207527	28.1156828613561	0.511460094380891	25991.9206673512	274.128948086575	7824.05717955157	319.988615145185
19	12785.9707125602	0.00825171910503069	0.00268988944729287	0.252485802908242	0.0168102894618697	158.294189747674	0.222255206846902	0.956901835031183	0.464834948355402	136.765456919549	4388.02786062602	4.06708970142063	1.35664689812511e-09	0.00295403838148294	0.490432110242546	89.7707582335137	29.3853035906889	0.491835785242729	28100.3919630894	281.100236911383	8203.12583931722	297.815661546148
20	10765.2033474343	0.00805927915147897	0.00260361938082091	0.26518048419999	0.0186495748650413	175.125316297067	0.221974220092855	0.850183506451347	0.467300250098086	138.218799743685	4275.87036985145	4.203463424847	1.41744975729836e-09	0.00288065845327727	0.501777206780389	94.1403171085911	27.8064966948815	0.487778288664995	28787.8406820237	299.174799251836	8296.55597144104	277.329583250552
21	12839.6635856805	0.00717814436014379	0.00247858461450618	0.243229473166354	0.017343895441331	167.839986919118	0.221364901061868	0.890709036971438	0.517223304007109	136.903469651816	3856.07184558543	4.31338430561358	1.39922038179832e-09	0.00265930294174184	0.498532790737227	88.547997490285	33.2878953214157	0.446562279550126	29393.4070250252	308.100307239108	8167.33955792971	298.061738307648
22	11249.3364032172	0.00816645888165599	0.00254074416277688	0.251228820640873	0.0178815955402488	151.637525611892	0.189015244484721	0.860116296267877	0.542839894632739	127.38197866492	4059.54091180963	3.87254270380829	1.22845307057668e-09	0.00306975281506721	0.524279901967384	97.7706486180569	27.6781141150668	0.49227724488941	27304.0622826666	270.240780924335	7801.95169195048	266.028518668974
23	11898.3140665339	0.00825724060868053	0.0025530249562405	0.276243296410236	0.0182189838764928	180.692311965041	0.207792076423597	0.953791696264423	0.483598736124416	127.076974684135	4469.46034725434	4.21860228602542	1.23895022582589e-09	0.00282237353499318	0.549727598833852	91.675515883347	28.6628397270497	0.450835697377333	28555.879709369	277.708592281416	7447.34504330829	274.815013716931
24	10595.2917775512	0.00774365352279022	0.00271820059219301	0.237540267497208	0.018952371575335	155.77127566833	0.210748089735443	0.993197659319798	0.517217727022548	121.9482180017	3937.06116984007	4.0093431778159	1.44534758089595e-09	0.00284249640354719	0.524079291615635	89.7120813607294	30.0842669709101	0.466943806452909	28410.2895164979	321.651983521692	7981.30556231923	307.411301830087
25	12188.0649030022	0.0077758910018594	0.00249028075468447	0.248686830761377	0.0184608205127651	170.427303225929	0.187742608502964	0.895271014798405	0.521474920753413	115.281215801574	4356.31929761963	3.72698303028708	1.46211331455754e-09	0.00305490167446481	0.489305580826476	96.6487909329398	30.997169992432	0.488099474874325	27304.7817664337	314.444401932228	7705.86151590198	268.398379333124
26	11810.1488360111	0.00736992070959806	0.00270583313284758	0.237322100291122	0.0160754849230377	151.243651859118	0.219066285018632	0.877556728339456	0.505666091561061	119.426028202996	3814.32884949241	3.89539721823996	1.43723452070458e-09	0.0030509753085061	0.521861344855279	97.6815962410308	30.5315198524129	0.480090845568338	30767.3291871906	318.584169145562	7394.42883460075	293.552863284524
27	10909.0112590743	0.00832259567286959	0.00269093810897134	0.276198204106372	0.0189628903708421	171.556932286844	0.222404515362801	0.892779726208546	0.478792938798945	134.737948103808	4129.49968762007	4.21376387551427	1.32876860657232e-09	0.00275092324788999	0.471090941294096	91.3662548977127	27.7259573700503	0.428898487931583	30245.4262757674	313.369551533349	7824.39609026462	314.070519542696
28	10892.9570010351	0.00791273246700084	0.00266996927816588	0.274371183107793	0.0186019002992744	172.336510143559	0.204612490917826	0.837325807251656	0.521186755394004	123.470935058235	4342.53243875261	3.6923380630766	1.40572087319968e-09	0.00268706887456127	0.54222873444669	85.8794870441235	32.3857053016461	0.485220769059379	27113.4437405854	290.466741536222	7660.8836210113	292.289813213232
29	10936.4606629265	0.00785071042394489	0.00243602513863053	0.250133805519249	0.0190802642425569	152.577163329301	0.199492268256387	1.01925637904024	0.46678829345589	115.258101780801	4490.25697954916	3.76315831934568	1.41634943009056e-09	0.00293518478183742	0.545420527667739	87.0979694301705	32.5653465546891	0.47778883639141	29239.1913889442	296.125627636202	8557.73355948143	308.134042210006
30	10945.4043129086	0.00805322396284109	0.00247184802163485	0.250752202108316	0.0163851801460879	151.016724293288	0.199771350140823	1.0068758704091	0.479056345872767	132.581444854634	3939.87899547154	4.23524558168603	1.39787348410031e-09	0.00296928109482299	0.458556567784399	98.9065661262548	28.1557477927525	0.50119186017313	27269.1044851672	311.418306171969	8724.60685325526	271.856696175302
31	11163.7743883068	0.00762890309879137	0.00240919433996603	0.278641845859587	0.0167531742091281	149.267016603332	0.214717128704805	0.862289024958895	0.535927311354922	114.87399754459	4589.56236509709	3.62670609819936	1.45463376636589e-09	0.00277703595572007	0.46313651225064	88.3288695565201	29.8110297916792	0.445235886063892	27190.7594491495	279.608471506126	7728.6601073958	279.985360112335
32	11517.5359665183	0.0077591687495755	0.00259691872220151	0.24418446524553	0.0174068863544343	152.233044185648	0.208690179325463	0.983473351737591	0.539909033028153	134.196688158517	4390.49594135741	3.58858394204406	1.38324419946093e-09	0.00273867240436482	0.545370325865224	102.553047990305	31.2281856068093	0.440353348106146	28285.6469285907	316.422217696346	7970.28848831654	273.276966034283
33	12351.8087100377	0.00836590288676284	0.00242952410152107	0.258734750921745	0.0174918192023775	170.076558289723	0.216339861690132	0.969612054677848	0.545573068236606	120.925273686117	3948.77113245334	4.21695803703275	1.29984728655498e-09	0.002627672419912	0.488633424462751	93.9713947136681	28.3997847706173	0.491738661258714	31577.6515168254	294.432697605938	7522.22510186322	295.226658524415
34	12413.4546384914	0.00766269198080851	0.0023704046551764	0.253968718318921	0.0190629627671326	151.928418681081	0.200790256837616	0.9741233846174	0.509937746922113	134.064394980767	4423.02544681374	4.1043344257609	1.4345599980751e-09	0.00293587720582006	0.508203629776835	99.4480532339867	32.3456230326146	0.45249645366217	28565.7437735936	300.563241978902	7621.67827667482	310.385566020445
35	11161.566118123	0.00775136989852404	0.00230519932446852	0.243325813815091	0.0178932442547428	154.028553310651	0.188177369893957	0.937851175321522	0.539287308969302	126.132388897603	4434.4852066604	3.58078774551628	1.42770624796469e-09	0.00264845419957498	0.458224737667479	92.9052720989548	28.3416109288707	0.430395759340608	30498.2801978476	269.430376657229	7476.451554152	272.83139341129
36	12281.2231322424	0.00780662971292669	0.0025107292804027	0.233438868763391	0.0178094476854214	150.72891313442	0.216308519953201	0.953936744205924	0.512507118073595	124.948853891613	4535.82860993235	3.68133574568201	1.38822475633519e-09	0.00277814033648833	0.470992032252252	87.7316435252377	31.2676794199217	0.476399319226621	26897.8082239628	286.159381633401	7973.49733164608	307.859639134584
37	11924.2073759716	0.00713774338621879	0.00262856948523782	0.275334462390281	0.019010992422455	170.964438934661	0.192539393042596	0.901267465363434	0.526016655729641	131.560888441647	3812.27827897188	4.16691399574513	1.41473625838021e-09	0.00307001025372259	0.476181183289737	99.504445261511	31.1983733612597	0.470936838769121	30649.7650865931	321.427720950451	8176.16233350001	277.576889981898
38	11541.6606975719	0.00777069232821632	0.00238282863297369	0.281407230996061	0.0182726040122621	152.223140501892	0.209814506260818	0.904246720941667	0.50123736771585	123.953808492268	3885.53155846582	4.20900613133097	1.46645366562884e-09	0.00288204410956046	0.471842771582305	93.4781740198038	31.6535349609889	0.432128443205729	27696.258872631	295.118084414154	7771.0949213963	305.188808130992
39	10961.803759262	0.00727126628721356	0.00258146547847204	0.241065284195635	0.0167690190029377	163.471178224878	0.202429908584831	1.00953972644317	0.561031063325517	129.863699252657	3896.41850259872	3.65833622330101	1.37448498787703e-09	0.00266493351628552	0.455034354957752	95.7827782393163	27.5451043846663	0.456477899694582	31009.6210874617	269.382960265242	8287.83238723911	295.221513173769
40	11444.0489328001	0.00783452571209148	0.00256498107662257	0.251324544691946	0.015978530617048	172.884575252878	0.185990206388654	0.851023864026284	0.550454751756904	127.14193438672	4007.34720872659	4.09326111910632	1.34845629267758e-09	0.00264520504392427	0.501096299779601	101.169347912661	28.7782580210827	0.436762706848094	27249.0707917605	304.745933753327	8509.05537929684	270.508835272593
41	12820.0354432175	0.00725977340189545	0.00264195994560029	0.234156065868214	0.017649736049979	157.986258605383	0.19441129220726	0.905001974710752	0.467894430077192	127.657803294738	4344.86446410865	3.94589874180267	1.43134996300004e-09	0.00287152999059018	0.548037190153264	94.97604078562	33.2264995179046	0.432437920614611	31576.9792811479	315.675818268303	7455.42475866117	310.03432803846
42	11177.4502429739	0.00778558046577517	0.00267476319092289	0.269766389694717	0.0159031309805559	156.654318515724	0.184149340308439	0.875585314068468	0.544420370237622	120.957768961019	4121.98416197491	4.14835855021142	1.30924768868675e-09	0.00270963732320177	0.514447699836455	86.4526294589159	28.3751612621862	0.463240853127791	29479.244551505	301.565817843135	8656.24543321803	297.940838190883
43	11849.9659145158	0.0082913371233372	0.0023957979091106	0.242343658760469	0.0169947284506168	164.738872065442	0.205520972254714	0.953555694267629	0.478449459897634	114.92484265985	4306.90495594842	3.58513853212586	1.40994095659601e-09	0.00291315799294794	0.472883315407671	103.601727019177	32.3644936271831	0.459474024877418	26128.8947871071	313.9007714062	7319.4272843916	301.592405530256
44	10577.6887780381	0.00777325570286885	0.00266550954132732	0.249292473150976	0.0191345722628469	171.780825395035	0.214641974627199	0.885293105204184	0.515870126888319	115.729159131702	3818.69092075587	4.30421178414952	1.31042161061009e-09	0.00255157705374174	0.54383394275792	87.4804533566665	31.8535363745708	0.442384252093034	29373.1580938911	317.540879280753	8613.06332268119	298.788224197058
45	11153.8089677738	0.00730996057458082	0.00248219948411416	0.277019861923624	0.0185195705843819	171.580202381844	0.193439561470728	0.985620338517171	0.560368654804979	135.152815382564	3871.19996074545	3.69711113024969	1.44189187471187e-09	0.00285464646706148	0.527700888505206	90.5141555677271	32.6752066377997	0.510680505615892	31098.530403804	305.312024498787	8584.41595623419	310.750938594965
46	12367.7252753265	0.00771197522534123	0.00255688977913614	0.276273561031837	0.0171704104578607	154.008882498946	0.187137811170472	0.939253975937404	0.507452347752731	135.237103572576	4230.54335148376	4.20787574639544	1.24903598229643e-09	0.00254224764452213	0.533103840681724	93.8826986287227	30.8776837796085	0.516202572805341	28072.7191658225	294.066219650377	7332.24865326993	316.961887789764
47	11266.2803926924	0.0083472379199937	0.00267736769353729	0.242320203060005	0.0167346144772517	174.366597393341	0.212667327686911	0.847189443615703	0.493595913469908	118.894904788742	4599.38184352317	3.94496445585741	1.40052992461845e-09	0.00252804822496609	0.478779879794456	96.6620627299002	27.5518844462503	0.430531061604852	29389.4598107436	280.153863348141	8419.40096501671	289.086785415856
48	10711.5056684241	0.00760762258230122	0.00237136565798707	0.270945320198592	0.0166491336453734	175.524864029419	0.186759204162722	1.01425888879617	0.492594569449453	135.31270999697	4333.16016626521	3.94223777777748	1.35427313670218e-09	0.00300907902666866	0.515321259945631	93.9049613365573	31.7521860444155	0.505469913659617	27036.8488733075	271.071099063829	7636.30311775245	297.281297173155
49	10536.3244149182	0.00768896906876704	0.00250752550486345	0.262369217291661	0.0176153663998414	169.907410715269	0.200324021912552	0.990268545322842	0.497991054764809	125.999089345406	3783.24698354574	4.1320972096757	1.23448580595674e-09	0.00283422745696614	0.452562126051635	87.3053923849501	30.9812984379102	0.453422648384003	31286.5442148759	303.505070489105	7258.91020439081	296.565211219224
50	10998.1503396342	0.0077816775075702	0.00256935842670947	0.243805297304783	0.0175525105659692	150.1873046022	0.195437256437987	1.02127257809132	0.483667361468216	124.309343151539	3994.62053699358	3.6126331182872	1.30108234265242e-09	0.0030510688970237	0.455997999408282	102.103493256618	29.9461928589046	0.467636101342505	30346.3145893766	291.773848899025	7657.29618834145	302.833833211635
51	10568.808030677	0.00833610693434682	0.00271981480893567	0.2522890902685	0.0173122890338665	176.279758236194	0.187178032223089	0.983450751218707	0.539655167586962	137.170684840162	3942.18732548608	4.14847119072219	1.43327227437263e-09	0.00251481017646622	0.541783129074611	89.8140469307471	30.8860386571158	0.515870614619926	29068.0987598607	306.716843133736	8442.29773169719	315.278145945827
52	12710.0994240632	0.00771208834636984	0.00257701486882288	0.281124748940114	0.0169193362803133	156.451046767524	0.204244117047479	0.858399093351262	0.499557569591957	137.364792322568	4560.11993188788	4.1715758344857	1.31087719886377e-09	0.00270665775581645	0.508420506096445	96.0005934059261	29.4279280285463	0.473411917211488	29957.0445655263	297.549454554822	7825.02326305509	302.541222304325
53	10843.1899559218	0.00779304289496429	0.0026971877473928	0.281826005488168	0.0171536999309007	162.066700413199	0.21228947819666	0.997740735152001	0.552017258147942	125.229392509265	4060.27647736208	3.65842396399938	1.33112571388278e-09	0.00277768892936655	0.488327248045243	97.521874483326	28.7939804361276	0.449232124228729	27864.6925931098	311.655806547534	8132.9264310725	305.68006924263
54	12193.5539511731	0.00717098750521755	0.00257536923722569	0.268484463473037	0.0185327755508116	159.231935819192	0.203861264322745	1.01651188283332	0.548638447009283	119.514904000894	4237.32563498528	4.02867433053209	1.33130921782916e-09	0.00269091440118528	0.478617114457302	98.662406985308	28.866839803353	0.522052906755125	26479.5577170444	288.901809005439	8186.15107952692	266.623196257297
55	11825.4198168078	0.00717953694218919	0.00254608192847315	0.263837045047805	0.0162889114513462	160.049452252798	0.210748581743501	0.909684212085754	0.48833695431219	133.723971350114	4501.1010516474	3.78271945909131	1.31110851380676e-09	0.00291574327872265	0.531230426486582	87.3647861645063	29.3478408682812	0.499556678812951	28176.363442617	293.991109280121	7778.45071313493	280.337955494949
56	12068.3860325161	0.00777595843925374	0.00274551672727056	0.242374866666086	0.0180042461470803	169.27015245988	0.201696503312029	0.873926443723077	0.487605546252662	113.677430805755	3928.10771009829	3.94660028204322	1.20943558893651e-09	0.00252187110369704	0.502617557393387	86.5499951199982	30.8545030765757	0.479872213071212	25950.5167333991	313.73997480996	7924.16437351555	321.718920702697
57	12029.7498283396	0.00801521323958728	0.00277918987187482	0.26560563022932	0.0174347642011195	156.405023191683	0.211161065436797	0.891343146769395	0.55300172962863	121.954875592659	4127.78442951711	4.21565157732228	1.47054733041273e-09	0.00253113832198991	0.483691947977059	95.635325122844	33.2617106164675	0.496870210423367	30675.1006885315	290.242636686619	7612.19971254803	310.309798365468
58	12762.6950930664	0.00796768153001145	0.00270012342074588	0.242644924008194	0.0179838420991246	173.648827242106	0.206674934451235	0.960630114453575	0.482461965276184	127.434716289304	3902.42244941234	4.32474290965125	1.36637495259857e-09	0.00263938343075775	0.507971338438801	94.392164229854	30.5401115586888	0.515319769083289	29075.8380135521	264.341903588306	7365.52499889582	276.675815359249
59	10594.9698826298	0.0074386828721202	0.00240235855800901	0.275042859595455	0.0170945987053178	180.811144764908	0.191584342795331	0.841511594207296	0.48682589901085	125.839519510665	4143.60429737796	4.21057780626928	1.37048777035233e-09	0.00254028023852063	0.519280281057581	89.5126300974595	29.7920807265453	0.459573615540285	26263.2456311258	265.122676994801	7654.03992914148	286.383761669528
60	10718.8861156767	0.00720110616473565	0.00278633018088974	0.269909709263407	0.0181518246365385	162.314074351983	0.190195008457061	0.874103737456072	0.540596278258134	116.90093976656	4589.22612939333	4.27811693855561	1.40403879640428e-09	0.00282498486928409	0.471383194369264	90.1775790389748	28.0058540271614	0.486932031688048	28477.6757602813	306.899999243487	8579.96764346622	283.410608304304
61	12516.2422987539	0.00781710868811561	0.00267962936610337	0.23720800436167	0.0163690994246202	167.620960136801	0.193231157193426	0.969254465610883	0.472622798333154	121.755818957733	3885.07971700714	3.598241765399	1.2722439641159e-09	0.00295920137227192	0.492235231702216	93.7067432441707	30.3472324882131	0.501073352223029	30904.2547923746	275.40795003226	7914.32161187045	266.461472777666
62	12732.241192963	0.00730679432624644	0.00268130255890563	0.271492653663643	0.0186386784395836	164.773950895797	0.218072725987174	0.90978579887297	0.473922821644577	123.521511305147	3816.19419477819	3.69844178529689	1.47355091738487e-09	0.00273119749311567	0.546040840703063	95.6620184225948	30.7898776421882	0.492436219321098	27599.6720764088	302.837342060115	7890.09852601402	305.484235142597
63	11159.1268628463	0.00736285985393375	0.00245872692103516	0.245356171057653	0.0168806116095828	155.605801595282	0.214208953024475	0.870687501021414	0.546860851435829	135.803495672629	4109.01602889183	3.63014992019627	1.2135697423093e-09	0.00259472567624263	0.470621336181648	102.88401079845	31.7637321381494	0.461665730495006	30536.4306070842	271.841675654426	8655.48103392758	315.331151855458
64	11234.790682476	0.00763561852770299	0.00278323251282796	0.260403163834009	0.0179915922801727	171.139728607759	0.193900098730959	1.00844181091472	0.465550571896229	133.426185688991	3944.24209949099	4.22235498179682	1.25333126907079e-09	0.00254963898818479	0.495112606347539	93.8667844454707	29.909744465705	0.443939590288792	26511.0035645193	306.313396697883	8526.98469435088	301.338503153529
65	11995.8176167868	0.00719794619635083	0.00266531067253612	0.242410249818396	0.0165023526315317	165.604228000371	0.200140121846069	0.865938380021271	0.518696342398948	114.33216200891	4076.67199994433	4.14245830116794	1.34947965461509e-09	0.00257208284180481	0.469391609285958	96.3968889729814	33.0640456423964	0.462766865255544	28526.3377823867	267.079775573853	7540.41550987624	301.973049718447
66	12310.4218892846	0.00852534309568936	0.00238515950049199	0.264937232186738	0.0165186684090737	177.178273678049	0.19444542843977	0.997393932115808	0.534870235357666	125.079517130367	4293.26307950448	4.25292675671633	1.37344078431772e-09	0.00284703223483921	0.51786322304979	98.3191932382621	30.4489217285272	0.439854418971809	30133.2054451923	285.71723358145	8211.07472573221	321.015381418588
67	11127.0721214125	0.00832751129960809	0.00250007549195085	0.281834154265467	0.019132167341941	174.672450566487	0.184916371833356	0.938279012492588	0.517993810887798	124.303533238666	4186.37713838206	3.84022471026052	1.40122943227505e-09	0.00266522791750473	0.521289402339608	91.8412954479139	27.4982096714769	0.440677746136207	27254.7834930592	314.459813638255	7906.94047687203	280.58881016688
68	10629.4293625792	0.00750524678470949	0.00233144761291295	0.27256467465302	0.0170234361028243	152.172144473568	0.213316626573261	0.976830935239079	0.464994795834925	116.33742102942	4488.90328129297	4.05321084704716	1.39333094461337e-09	0.00261647000685884	0.489579825871624	91.0694251605398	30.4142315444015	0.4685975082207	29067.2686074977	275.156322961506	7846.78576295972	294.279235817187
69	11991.5564002097	0.00849080059868675	0.00276680597421508	0.268293835859187	0.0158013938030703	169.934898365764	0.19762909075086	0.861790617933646	0.525800481545203	126.466694816323	3993.85251403577	4.25806777595077	1.40134032537593e-09	0.00274711723455079	0.545078472793102	102.168610775198	30.3869752506465	0.510618621503236	27456.2407337944	276.351745354608	8621.73842060492	320.300975066549
70	10960.5521472031	0.00739707284200117	0.00238613592312112	0.283163633487001	0.0163176984786596	175.720795581136	0.198235025633229	0.965692267112955	0.495813863016525	115.50757711939	4580.88674437613	4.31812339277938	1.25424037447674e-09	0.00263608004588415	0.511192109365948	102.497684713148	28.3257682600673	0.455230397640262	27502.46910844	286.299721656647	8448.27219265401	311.266611103853
71	12640.6298190169	0.0082610498980145	0.00242204941345807	0.240141003288701	0.0187707554953527	174.565864705387	0.191813027944621	0.836997216343763	0.53213358954289	124.567277219226	3799.87157109482	4.21054844876286	1.36641662921803e-09	0.0030358098745204	0.456308794370852	98.2707734115715	30.838033386331	0.433999979906948	26931.6973875393	298.666250758637	7197.22162955962	300.180677437952
